"","STS_ID","STS_ID_CONSTR1","STS_ID_CONSTR2","STS_ID_WEIGHT","CONSTRUCTION_TYPE","GROWTH_RATE_FREQ","GROWTH_TYPE","AGGREGATION","THRESHOLD_PROP","THRESHOLD_COUNTRIES","SCALING","COMMENTS_construction","TITLE_STS","TITLE_STS_SHORT","UNIT_MULT","UNIT_MEASURE","DEFINITION","OWNER","SOURCE","DATA_TYPE","SQL_DOMAIN_CODE","SQL_ELEMENT_CODE","SQL_ITEM_CODE","WDINAME","COMMENTS_metadata","TOPIC","[EMPTY]"
"393","QC.PRD.FRUNOGR.TN.SHW","QC.PRD.FRUNOGR.TN.NO","","","share",NA,"","sum",0,0,100,"","Fruit production, excluding melons  and grapes, share of world production (percent)","Fruit production excl. grapes","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"394","QD.RHRV.VINE.HA.NO","","","","",NA,"","sum",0,0,NA,"","Vineyards harvested area (ha)","Vineyards area","","ha","See 'Grapes' and 'Crop area'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QC",5312,560,"","","wine, production",NA
"395","QD.RHRV.VINE.HA.SHW","QD.RHRV.VINE.HA.NO","","","share",NA,"","sum",0,0,100,"","Vineyards harvested area, share of world (percent)","Vineyards area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wine, production",NA
"396","QD.RHRV.VINE.HA.SHL","QD.RHRV.VINE.HA.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Vineyards harvested area, share of gricultural area (percent)","Vineyards area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","wine, production",NA
"397","QC.RHRV.FRUNOGR.HA.NO","","","","manual",NA,"","sum",0,0,NA,"","Fruit excluding grapes harvested area (ha)","Fruit excl. grapes harvested area","","ha","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"398","QC.RHRV.FRUNOGR.HA.GR12","QC.RHRV.FRUNOGR.HA.NO","","QC.RHRV.FRUNOGR.HA.NO","growth",12,"geo","weighted.mean",0,0,NA,"","Fruit excluding grapes harvested area annual growth (percent)","Fruit excl. grapes harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"399","QC.RHRV.FRUNOGR.HA.SHW","QC.RHRV.FRUNOGR.HA.NO","","","share",NA,"","sum",0,0,100,"","Fruit excluding grapes harvested area, share of world area (percent)","Fruit excl. grapes harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"400","QC.RHRV.FRUNOGR.HA.SHL","QC.RHRV.FRUNOGR.HA.NO","RL.AREA.AGR.HA.NO","RL.AREA.AGR.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Fruit excluding grapes harvested area, share of agricultural area (percent)","Fruit excl. grapes harvested area","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","fruit, production",NA
"401","QL.PRD.TOT.TN.NO","","","","",NA,"","sum",0,0,NA,"","Meat, total (tonnes)","Total meat","","tonnes","See 'Meat, total' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,1765,"","","production",NA
"402","QL.PRD.TOT.TN.SHP","QL.PRD.TOT.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Meat, total per capita (tonne/cap)","Total meat","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"403","QL.PRD.TOT.TN.GR10","QL.PRD.TOT.TN.NO","","QL.PRD.TOT.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Meat, total annual growth (percent)","Total meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"404","QL.PRD.TOT.TN.GR12","QL.PRD.TOT.TN.NO","","QL.PRD.TOT.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Meat, total annual growth (percent)","Total meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"405","QL.PRD.BB.TN.NO","","","","",NA,"","sum",0,0,NA,"","Beef and buffalo meat (tonnes)","Beef and buffalo meat","","tonnes","See 'Buffalos', 'Meat, total', and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,1806,"","","production",NA
"406","QL.PRD.BB.TN.SHP","QL.PRD.BB.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Beef and buffalo meat per capita (tonne/cap)","Beef and buffalo meat","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"407","QL.PRD.BB.TN.GR10","QL.PRD.BB.TN.NO","","QL.PRD.BB.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Beef and buffalo meat annual growth (percent)","Beef and buffalo meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"408","QL.PRD.BB.TN.GR12","QL.PRD.BB.TN.NO","","QL.PRD.BB.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Beef and buffalo meat annual growth (percent)","Beef and buffalo meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"409","QL.PRD.SG.TN.NO","","","","",NA,"","sum",0,0,NA,"","Sheep and goat meat (tonnes)","Sheep and goat meat","","tonnes","See 'Sheep', 'Goats', 'Meat, total', and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,1807,"","","production",NA
"410","QL.PRD.SG.TN.SHP","QL.PRD.SG.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Sheep and goat meat per capita (tonne/cap)","Sheep and goat meat","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"411","QL.PRD.SG.TN.GR10","QL.PRD.SG.TN.NO","","QL.PRD.SG.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Sheep and goat meat annual growth (percent)","Sheep and goat meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"412","QL.PRD.SG.TN.GR12","QL.PRD.SG.TN.NO","","QL.PRD.SG.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Sheep and goat meat annual growth (percent)","Sheep and goat meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"413","QL.PRD.POU.TN.NO","","","","",NA,"","sum",0,0,NA,"","Poultry meat (tonnes)","Poultry meat","","tonnes","See 'Poultry meat' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,1808,"","","production",NA
"414","QL.PRD.POU.TN.SHP","QL.PRD.POU.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Poultry meat per capita (tonne/cap)","Poultry meat","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"415","QL.PRD.POU.TN.GR10","QL.PRD.POU.TN.NO","","QL.PRD.POU.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Poultry meat annual growth (percent)","Poultry meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"416","QL.PRD.POU.TN.GR12","QL.PRD.POU.TN.NO","","QL.PRD.POU.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Poultry meat annual growth (percent)","Poultry meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"417","QL.PRD.PIG.TN.NO","","","","",NA,"","sum",0,0,NA,"","Pig meat per capita (tonne/cap)","Pig meat","","tonnes","See 'Pig meat' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,1035,"","","production",NA
"418","QL.PRD.PIG.TN.SH","QL.PRD.PIG.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Pig meat (tonnes)","Pig meat","","tonne/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"419","QL.PRD.PIG.TN.GR10","QL.PRD.PIG.TN.NO","","QL.PRD.PIG.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Pig meat annual growth (percent)","Pig meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"420","QL.PRD.PIG.TN.GR12","QL.PRD.PIG.TN.NO","","QL.PRD.PIG.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Pig meat annual growth (percent)","Pig meat","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"421","QL.PRD.EGG.TN.NO","","","","",NA,"","sum",0,0,NA,"","Eggs primary production (tonnes)","Eggs primary production","","tonnes","See 'Eggs' and 'Egg production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,1783,"","","production",NA
"422","QL.PRD.EGG.TN.GR10","QL.PRD.EGG.TN.NO","","QL.PRD.EGG.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Eggs primary production annual growth (percent)","Eggs primary production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"423","QL.PRD.EGG.TN.GR12","QL.PRD.EGG.TN.NO","","QL.PRD.EGG.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Eggs primary production annual growth (percent)","Eggs primary production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"424","QL.PRD.MILK.TN.NO","","","","",NA,"","sum",0,0,NA,"","Milk production (tonnes)","Milk production","","tonnes","Production data of milk indicates the quantity of milk produced during the year from the animals of the species to which the Supply Utilization Accounts refer. Milk production data is reported according to the concept of net milk production: total production of whole fresh milk, excluding the milk sucked by young animals but including amounts fed to livestock.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,1780,"","","production",NA
"425","QL.PRD.MILK.TN.GR10","QL.PRD.MILK.TN.NO","","QL.PRD.MILK.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"ls","Milk production annual growth (percent)","Milk production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"426","QL.PRD.MILK.TN.GR12","QL.PRD.MILK.TN.NO","","QL.PRD.MILK.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Milk production annual growth (percent)","Milk production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"427","QP.PRD.BG.TN.NO","","","","",NA,"","sum",0,0,NA,"","Butter and ghee production (tonnes)","Butter and ghee production","","tonnes","See 'Butter, ghee' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QP",5510,1811,"","","production",NA
"428","QP.PRD.BG.TN.GR12","QP.PRD.BG.TN.NO","","QP.PRD.BG.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Butter and ghee production, annual growth (percent)","Butter and ghee production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"429","QP.PRD.CH.TN.NO","","","","",NA,"","sum",0,0,NA,"","Cheese (all kinds) production (tonnes)","Cheese (all kinds) production","","tonnes","All kinds of cheese. See also 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QP",5510,1745,"","","production",NA
"430","QP.PRD.CH.TN.GR12","QP.PRD.CH.TN.NO","","QP.PRD.CH.TN.NO","growth",12,"geo","weighted.mean",0,0,NA,"ls","Cheese (all kinds) production, annual growth (percent)","Cheese (all kinds) production","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","production",NA
"431","QP.PRD.ECM.TN.NO","","","","",NA,"","sum",0,0,NA,"","Evaporated and condensed milk production (tonnes)","Evaporat and condensed milk production","","tonnes","See 'Milk excluding butter' and 'Milk production (tonnes)'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QP",5510,1816,"","","production",NA
"432","QP.PRD.SMBD.TN.NO","","","","",NA,"","sum",0,0,NA,"","Skim milk and buttermilk production, dry (tonnes)","Skim milk and buttermilk production","","tonnes","See 'Milk excluding butter' and 'Milk production (tonnes)'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QP",5510,1809,"","","production",NA
"433","QP.PRD.WOOL.TN.NO","","","","",NA,"","sum",0,0,NA,"","Wool production (tonnes)","Wool","","tonnes","See 'Fats, Animals and Raw'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QL",5510,987,"","","production",NA
"434","POP.TOT.BASE.0406","","","","manual",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Population, average 1004-2006","Population","thousand","people","","","United Nations Population Division","processed","",NA,NA,"","","population",NA
"435","QV.GPV.FOOD.ID.NO","","","","",NA,"","sum",0,0,NA,"","Food gross production value (constant 2004-2006 I$)","Food","thousand","I$","See 'Agricultural production indices'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QV",152,2054,"","","agricultural production value",NA
"436","QV.GPV.FOOD.BASE.0406","","","","manual",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Food gross production value (average 2004-2006 I$)","Food","thousand","I$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"437","QV.GPCPV.FOOD.ID.SHP","QV.GPV.FOOD.ID.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,NA,"","Food gross per capita production value (per capita constant 2004-2006 I$)","Food","","I$/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"438","WEIGHT.POP.GPV.FOOD.0406","QV.GPV.FOOD.BASE.0406","POP.TOT.BASE.0406","","share",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Weight","","","weight","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"439","QV.NPV.FOOD.ID.NO","","","","",NA,"","sum",0,0,NA,"","Food net production value (constant 2004-2006 I$)","Food","thousand","I$","See 'Agricultural production indices'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QV",154,2054,"","","agricultural production value",NA
"440","QV.NPV.FOOD.BASE.0406","","","","manual",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Food net production value (average 2004-2006 I$)","Food","thousand","I$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"441","QV.NPCPV.FOOD.ID.SHP","QV.NPV.FOOD.ID.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,NA,"","Food net per capita production value (per capita constant 2004-2006 I$)","Food","","I$/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"442","WEIGHT.POP.NPV.FOOD.0406","QV.NPV.FOOD.BASE.0406","POP.TOT.BASE.0406","","share",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Weight","","","weight","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"443","QV.NPV.CRPS.ID.NO","","","","",NA,"","sum",0,0,NA,"","Crops net production value (constant 2004-2006 I$)","Crops","thousand","I$","See 'Agricultural production indices'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QV",154,2041,"","","agricultural production value",NA
"444","QV.NPV.CRPS.BASE.0406","","","","manual",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Crops net production value (average 2004-2006 I$)","Crops","thousand","I$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"445","QV.NPCPV.CRPS.ID.SHP","QV.NPV.CRPS.ID.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,NA,"","Crops net per capita production value (per capita constant 2004-2006 I$)","Crops","","I$/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"446","WEIGHT.POP.NPV.CRPS.0406","QV.NPV.CRPS.BASE.0406","POP.TOT.BASE.0406","","share",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Weight","","","weight","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"447","QV.GPV.AGR.ID.NO","","","","",NA,"","sum",0,0,NA,"","Agriculture gross production value (constant 2004-2006 I$)","Agriculture","thousand","I$","See 'Agricultural production indices'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QV",152,2051,"","","agricultural production value",NA
"448","QV.GPV.AGR.BASE.0406","","","","manual",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Agriculture gross production value (average 2004-2006 I$)","Agriculture","thousand","I$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"449","QV.NPV.AGR.ID.NO","","","","",NA,"","sum",0,0,NA,"","Agriculture net production value (constant 2004-2006 I$)","Agriculture","thousand","I$","See 'Agricultural production indices'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QV",154,2051,"","","agricultural production value",NA
"450","QV.NPV.AGR.BASE.0406","","","","manual",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Agriculture net production value (average 2004-2006 I$)","Agriculture","thousand","I$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"451","QV.NPCPV.AGR.ID.SHP","QV.NPV.AGR.ID.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,NA,"","Agriculture net per capita production value (per capita constant 2004-2006 I$)","Agriculture","","I$/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"452","WEIGHT.POP.NPV.AGR.0406","QV.NPV.AGR.BASE.0406","POP.TOT.BASE.0406","","share",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Weight","","","weight","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
"453","QV.NPV.CRLS.ID.NO","","","","",NA,"","sum",0,0,NA,"","Cereals net production value (constant 2004-2006 I$)","Cereals","thousand","I$","See 'Agricultural production indices'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","QV",154,1717,"","","agricultural production value",NA
"454","QV.NPV.CRLS.BASE.0406","","","","manual",NA,"","discard",0,0,NA,"the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables","Cereals net production value (average 2004-2006 I$)","Cereals","thousand","I$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","agricultural production value",NA
