STS_ID,TITLE_STS,TITLE_STS_SHORT,UNIT_MULT,UNIT_MEASURE,DEFINITION,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
QV.NPV.LVSTCK.ID.NO,Livestock net production value (constant 2004-2006 I$),Livestock,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2044,,,agricultural production value
QV.NPV.LVSTCK.BASE.0406,Livestock net production value (average 2004-2006 I$),Livestock,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.LVSTCK.ID.SHP,Livestock net per capita production value (per capita constant 2004-2006 I$),Livestock,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.LVSTCK.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.NNFOOD.ID.NO,Non food net production value (constant 2004-2006 I$),Non food,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2057,,,agricultural production value
QV.NPV.NNFOOD.BASE.0406,Non food net production value (average 2004-2006 I$),Non food,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.NNFOOD.ID.SHP,Non food net per capita production value (per capita constant 2004-2006 I$),Non food,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.NNFOOD.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QI.GPIN.FOOD.IN.NO,Food gross production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,432,2054,,,production indices
QI.GPCPIN.FOOD.IN.NO,Food gross per capita production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,434,2054,,,production indices
QI.NPIN.FOOD.IN.NO,Food net production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2054,,,production indices
QI.NPCPIN.FOOD.IN.NO,Food net per capita production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2054,,,production indices
QI.NPCPIN.FOOD.IN.GR12,"Food net per capita production index number, annual growth rate (percent)",Food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.FOOD.IN.CH1,"Food net per capita production index number, annual change (percent)",Food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPIN.CRPS.IN.NO,Crops net production index number (2004-2006 = 100),Crops,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2041,,,production indices
QI.NPCPIN.CRPS.IN.NO,Crops net per capita production index number (2004-2006 = 100),Crops,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2041,,,production indices
QI.NPCPIN.CRPS.IN.GR12,"Crops net per capita production index number, annual growth (percent)",Crops,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.CRPS.IN.CH1,"Crops net per capita production index number, annual change (percent)",Crops,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.GPIN.AGR.IN.NO,Agriculture gross production index number (2004-2006 = 100),Agriculture,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,432,2051,,,production indices
QI.NPIN.AGR.IN.NO,Agriculture net production index number (2004-2006 = 100),Agriculture,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2051,,,production indices
QI.NPCPIN.AGR.IN.NO,Agriculture net per capita production index number (2004-2006 = 100),Agriculture,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2051,,,production indices
QI.NPIN.CRLS.IN.NO,Cereals net production index number (2004-2006 = 100),Cereals,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,1717,,,production indices
QI.NPCPIN.CRLS.IN.NO,Cereals net per capita production index number (2004-2006 = 100),Cereals,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,1717,,,production indices
QI.NPIN.LVSTCK.IN.NO,Livestock net production index number (2004-2006 = 100),Livestock,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2044,,,production indices
QI.NPCPIN.LVSTCK.IN.NO,Livestock net per capita production index number (2004-2006 = 100),Livestock,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2044,,,production indices
QI.NPCPIN.LVSTCK.IN.GR12,"Livestock net per capita production index number, annual growth (percent)",Livestock,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.LVSTCK.IN.CH1,"Livestock net per capita production index number, annual change (percent)",Livestock,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPIN.NNFOOD.IN.NO,Non food net production index number (2004-2006 = 100),Non food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2057,,,production indices
QI.NPCPIN.NNFOOD.IN.NO,Non food net per capita production index number (2004-2006 = 100),Non food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2057,,,production indices
QI.NPCPIN.NNFOOD.IN.GR12,"Non food net per capita production index number, annual growth (percent)",Non food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.NNFOOD.IN.CH1,"Non food net per capita production index number, annual change (percent)",Non food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
MUV,Manufactures Unit Value (MUV) (index),MUV,,index,"The MUV is a composite index of prices for manufactured exports from the fifteen major developed and emerging economies to low- and middle-income economies, valued in U.S. dollars. For the MUV (15) index, unit value indexes in local currency for each country are converted to U.S. dollars using market exchange rates and are combined using weights determined by the share of each country's exports in G15 exports to low- and middle-income countries. The shares are calculated using SITC revision 3 Manufactures exports data from UN COMTRADE in 2005, the base year. The primary manufacturing prices index source is OECD's Domestic Producer Price Index (PPI) for manufacturing. Whenever PPI is not available, export price indexes or the export unit values are used as proxies. The countries and relative weights (in parentheses) are: Brazil (2.95%), Canada (0.93%), China (11.79%), France (5.87%), Germany (13.29%), India (1.77%), Italy (6.07%), Japan (16.70%), Mexico (0.93%), South Africa (0.75%), South Korea (10.95%), Spain (2.30%), Thailand (2.51%), United Kingdom (3.50%), and United States (19.68%).","World Bank, Development Prospects Group; Historical US GDP deflator: US Department of Commerce.",World Bank,raw,,,,,,
TP.EXVAL.FOOD.USD.NO,Exports of food excl. fish (US$),Food exports,thousand,US$,Value of exports of food in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1982,,,trade
TP.IMVAL.FOOD.USD.NO,Imports of food excl. fish (US$),Food imports,thousand,US$,Value of imports of food in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1982,,,trade
TP.EXVOL.CRLS.TN.NO,Cereal exports (tonnes),Cereal exports,,tonnes,Exports (volume) of cereals.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,1944,,,trade
TP.IMVOL.CRLS.TN.NO,Cereal imports (tonnes),Cereal imports,,tonnes,Imports (volume) of cereals.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,1944,,,trade
TP.EXVAL.CRLS.USD.NO,Exports of cereals (US$),Cereal exports,thousand,US$,Value of exports of cereals in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1944,,,trade
TP.IMVAL.CRLS.USD.NO,Imports of cereals (US$),Cereal imports,thousand,US$,Value of imports of cereals in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1944,,,trade
TP.EXVAL.CRLSPREP.USD.NO,Exports of cereals and prep. (US$),Cereals and prep.,thousand,US$,Value of exports of cereals and prep. in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1888,,,trade
TP.EXVAL.CRLSPREP.USD.SH,Exports of cereals and prep. (constant2005 US$),Cereals and prep.,,constant 2005 US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.CRLSPREP.USD.NO,Imports of cereals and prep. (US$),Cereals and prep.,thousand,US$,Value of imports of cereals and prep. in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1888,,,trade
TP.IMVAL.CRLSPREP.USD.SH,Imports of cereals and prep. (constant 2005 US$),Cereals and prep.,,constant 2005 US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.CRLSPREP.USD.NO,Net trade of cereals and prep. (US$),Cereals and prep.,,US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.CRLSPREP.USD.SH,Net trade of cereals and prep. (constant 2005 US$),Cereals and prep.,,constant 2005 US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVOL.MEAT.TN.NO,Total meat exports (tonnes),Meat,,tonnes,Exports (volume) of total meat.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,2077,,,trade
TP.IMVOL.MEAT.TN.NO,Total meat imports (tonnes),Meat,,tonnes,Imports (volume) of total meat.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,2077,,,trade
TP.EXVAL.MEATPREP.USD.NO,Exports of meat and meat prep. (US$),Meat and meat prep.,thousand,US$,Value of exports of meat and meat prep. in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1885,,,trade
TP.EXVAL.MEATPREP.USD.SH,Exports of meat and meat prep. (real 2005 US$),Meat and meat prep.,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.MEATPREP.USD.NO,Imports of meat and meat prep. (US$),Meat and meat prep.,thousand,US$,Value of imports of meat and meat prep. in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1885,,,trade
TP.IMVAL.MEATPREP.USD.SH,Imports of meat and meat prep. (real 2005 US$),Meat and meat prep.,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.MEATPREP.USD.NO,Net trade of meat and meat prep. (US$),Meat and meat prep.,,US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.MEATPREP.USD.SH,Net trade of meat and meat prep. (constant 2005 US$),Meat and meat prep.,,constant 2005 US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVAL.FV.USD.NO,Exports of fruit and vegetables (US$),Fruit and vegetables,thousand,US$,Value of exports of fruit and vegetables in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1889,,,trade
TP.EXVAL.FV.USD.SH,Exports of fruit and vegetables (real 2005 US$),Fruit and vegetables,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.FV.USD.NO,Imports of fruit and vegetables (US$),Fruit and vegetables,thousand,US$,Value of imports of fruit and vegetables in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1889,,,trade
TP.IMVAL.FV.USD.SH,Imports of fruit and vegetables (real 2005 US$),Fruit and vegetables,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.FV.USD.NO,Net trade of fruit and vegetables (US$),Fruit and vegetables,,US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.FV.USD.SH,Net trade of fruit and vegetables (constant 2005 US$),Fruit and vegetables,,constant 2005 US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVOL.MILKEQ.TN.NO,Dairy products (milk equivalent) exports (tonnes),Dairy products (milk equivalent),,tonnes,Exports (volume) of dairy products (milk equivalent).,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,2030,,,trade
TP.IMVOL.MILKEQ.TN.NO,Dairy products (milk equivalent) imports (tonnes),Dairy products (milk equivalent),,tonnes,Imports (volume) of dairy products (milk equivalent).,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,2030,,,trade
TP.EXVAL.MILKEQ.USD.NO,Exports of dairy products (milk equivalent) (US$),Dairy products (milk equivalent),thousand,US$,Value of exports of milk equivalent in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,2030,,,trade
TP.EXVAL.MILKEQ.USD.SH,Exports of dairy products (milk equivalent) (real 2005 US$),Dairy products (milk equivalent),thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.MILKEQ.USD.NO,Imports of dairy products (milk equivalent) (US$),Dairy products (milk equivalent),thousand,US$,Value of imports of milk equivalent in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,2030,,,trade
TP.IMVAL.MILKEQ.USD.SH,Imports of dairy products (milk equivalent) (real 2005 US$),Dairy products (milk equivalent),thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.MILKEQ.USD.NO,Net trade of dairy products (milk equivalent) (US$),Dairy products (milk equivalent),,US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.MILKEQ.USD.SH,Net trade of dairy products (milk equivalent) (constant 2005 US$),Dairy products (milk equivalent),,constant 2005 US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVOL.ANFATS.TN.NO,Animal fats exports (tonnes),Animal fats,,tonnes,"Exports (volume) of animal fats, see 'animal fats'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,1904,,,trade
TP.IMVOL.ANFATS.TN.NO,Animal fats imports (tonnes),Animal fats,,tonnes,"Imports (volume) of animal fats, see 'animal fats'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,1904,,,trade
TP.EXVAL.ANFATS.USD.NO,Exports of animal fats (US$),Animal fats,thousand,US$,Value of exports of animal fats in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1904,,,trade
TP.EXVAL.ANFATS.USD.SH,Exports of animal fats (real 2005 US$),Animal fats,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.ANFATS.USD.NO,Imports of animal fats (US$),Animal fats,thousand,US$,"Value of imports of animal fats in current US$, see 'animal fats'.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1904,,,trade
TP.IMVAL.ANFATS.USD.SH,Imports of animal fats (real 2005 US$),Animal fats,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVOL.OILSEEDS.TN.NO,Oilseeds exports (tonnes),Oilseeds,,tonnes,Exports (volume) of oilseeds.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,1899,,,trade
TP.IMVOL.OILSEEDS.TN.NO,Oilseeds imports (tonnes),Oilseeds,,tonnes,Imports (volume) of oilseeds.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,1899,,,trade
TP.EXVAL.OILSEEDS.USD.NO,Exports of oilseeds (US$),Oilseeds,thousand,US$,Value of exports of oilseeds in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1899,,,trade
TP.EXVAL.OILSEEDS.USD.SH,Exports of oilseeds (real 2005 US$),Oilseeds,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.OILSEEDS.USD.NO,Imports of oilseeds (US$),Oilseeds,thousand,US$,Value of imports of oilseeds in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1899,,,trade
TP.IMVAL.OILSEEDS.USD.SH,Imports of oilseeds (real 2005 US$),Oilseeds,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVOL.MISC.TN.NO,Miscellaneous exports (tonnes),Miscellaneous,,tonnes,Exports (volume) of miscellaneous.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,1893,,,trade
TP.IMVOL.MISC.TN.NO,Miscellaneous imports (tonnes),Miscellaneous,,tonnes,Imports (volume) of miscellaneous.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,1893,,,trade
TP.EXVAL.MISC.USD.NO,Exports of miscellaneous (US$),Miscellaneous,thousand,US$,Value of exports of miscellaneous in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1893,,,trade
TP.IMVAL.MISC.USD.NO,Imports of miscellaneous (US$),Miscellaneous,thousand,US$,Value of imports of miscellaneous in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1893,,,trade
TP.EXVOL.SUGHON.TN.NO,Sugar and honey exports (tonnes),Sugar and honey,,tonnes,Exports (volume) of sugar and honey.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,1890,,,trade
TP.IMVOL.SUGHON.TN.NO,Sugar and honey imports (tonnes),Sugar and honey,,tonnes,Imports (volume) of sugar and honey.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,1890,,,trade
TP.EXVAL.SUGHON.USD.NO,Exports of sugar and honey (US$),Sugar and honey,thousand,US$,Value of exports of sugar and honey in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1890,,,trade
TP.EXVAL.SUGHON.USD.SH,Exports of sugar and honey (real 2005 US$),Sugar and honey,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.SUGHON.USD.NO,Imports of sugar and honey (US$),Sugar and honey,thousand,US$,Value of imports of sugar and honey in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1890,,,trade
TP.IMVAL.SUGHON.USD.SH,Imports of sugar and honey (real 2005 US$),Sugar and honey,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.SUGHON.USD.NO,Net trade of sugar and honey (US$),Sugar and honey,,US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.SUGHON.USD.SH,Net trade of sugar and honey (constant 2005 US$),Sugar and honey,,constant 2005 US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVOL.VEGOIL.TN.NO,Veg. oils exports (tonnes),Veg. oils,,tonnes,Exports (volume) of veg. oils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,1905,,,trade
TP.IMVOL.VEGOIL.TN.NO,Veg. oils imports (tonnes),Veg. oils,,tonnes,Imports (volume) of veg. oils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,1905,,,trade
TP.EXVAL.VEGOIL.USD.NO,Exports of veg. oils (US$),Veg. oils,thousand,US$,Value of exports of veg. oils in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1905,,,trade
TP.EXVAL.VEGOIL.USD.SH,Exports of veg. oils (real 2005 US$),Veg. oils,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.VEGOIL.USD.NO,Imports of veg. oils (US$),Veg. oils,thousand,US$,Value of imports of veg. oils in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1905,,,trade
TP.IMVAL.VEGOIL.USD.SH,Imports of veg. oils (real 2005 US$),Veg. oils,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
